Street_minus_dir,County,State,Latitude,Longitude,Total_Severity_Score,Night_Severity_Score,Night_Accident_Count,Night_SevScore_Ratio
I-10,Gonzales,TX,29.662748954545453,-97.39506418181817,130,18,4,0.13846153846153847
US-101,Mason,WA,47.16443015789474,-123.09870221052631,60,30,10,0.5
I-20,Morgan,GA,33.56196451200085,-83.47746031986199,278,84,25,0.302158273381295
I-95,Bronx,NY,40.82999184647515,-73.84418487338382,686,316,111,0.4606413994169096
I-70,Montgomery,OH,39.85936621556549,-84.2645839815438,1437,516,173,0.35908141962421714
I-94,Macomb,MI,42.52782551386993,-82.89356949133293,10149,3542,1142,0.34899990146812493
I-10,Riverside,CA,33.847709376763156,-116.32159455464135,3486,1296,413,0.3717728055077453
I-95,Middlesex,CT,41.29172566666668,-72.46161086111111,106,38,10,0.3584905660377358
I-80,Scott,IA,41.601832519089406,-90.58341135747285,1371,444,152,0.3238512035010941
I-70,Baltimore County,MD,39.30629101906921,-76.75711129841359,1720,556,179,0.32325581395348835
I-70,Howard,MD,39.30485934505488,-76.88582911880566,2979,918,306,0.3081570996978852
I-80,LaSalle,IL,41.37017091623038,-88.984705052356,750,174,42,0.232
I-94,Calhoun,MI,42.28591206329362,-85.05995974271936,1768,524,147,0.29638009049773756
I-95,Delaware,PA,39.853981626711054,-75.36498776027307,7828,2790,1037,0.356412876852325
I-20,Aiken,SC,33.62206742714996,-81.80119992689959,4030,1092,393,0.2709677419354839
I-80,Passaic,NJ,40.90111148574259,-74.19150062911686,1502,342,121,0.22769640479360853
I-80,Sacramento,CA,38.654999058096216,-121.40780996098704,17625,5132,1865,0.29117730496453903
I-5,San Diego,CA,32.94908063415421,-117.26020317351046,51868,15055,6144,0.29025603454924037
I-94,Jackson,MI,42.274674636880015,-84.42601113006887,3781,1254,371,0.3316582914572864
I-80,Pottawattamie,IA,41.382545890576516,-95.61713908855941,2601,960,306,0.3690888119953864
I-15,San Diego,CA,33.066495604018975,-117.11440874945727,9711,3061,1051,0.3152095561734116
I-84,Worcester,MA,42.08488626869619,-72.0958457020654,100,40,14,0.4
I-10,Colorado,TX,29.699687464285713,-96.57443207142857,100,10,4,0.1
I-84,Putnam,NY,41.421882305153005,-73.61486618681701,5208,1295,416,0.24865591397849462
I-35,Falls,TX,31.280997615384614,-97.25969584615385,56,4,1,0.07142857142857142
I-405,King,WA,47.57578476430041,-122.19838942135189,19636,6708,2148,0.3416174373599511
I-95,Flagler,FL,29.517739780203083,-81.20484620160379,1728,748,270,0.43287037037037035
I-70,Bedford,PA,40.01468614419582,-78.40883138912527,1706,426,124,0.24970691676436108
I-80,Sarpy,NE,41.148764729683684,-96.16017438713929,1395,327,124,0.23440860215053763
I-80,Iowa,IA,41.69069661629179,-92.05873598371741,750,354,132,0.472
I-94,Lake,IL,42.287838946936795,-87.91012368365483,3753,1263,386,0.3365307753796962
I-95,Essex,MA,42.61974612082736,-70.97751303599182,2211,612,199,0.276797829036635
I-75,Hillsborough,FL,27.92635120782688,-82.35033595037525,16168,5574,1989,0.3447550717466601
I-20,Lexington,SC,33.97729829251805,-81.20400994397495,8264,2248,773,0.27202323330106487
I-10,Caldwell,TX,29.653038807,-97.58511976000003,28,8,1,0.2857142857142857
I-5,Yolo,CA,38.775145702311946,-121.83653457291207,1326,438,171,0.33031674208144796
I-10,Fayette,TX,29.695024549999992,-97.0210091824,94,28,7,0.2978723404255319
I-90,Spokane,WA,47.65371379531715,-117.32671226982255,3157,870,303,0.27557808045612925
I-70,Cumberland,IL,39.25559710546905,-88.15080354741006,144,62,14,0.4305555555555556
I-90,Middlesex,MA,42.317051738877375,-71.36661298120566,3983,744,222,0.1867938739643485
I-95,Palm Beach,FL,26.57006032623406,-80.08987327429779,43636,12455,4455,0.2854294619121826
I-95,St. Lucie,FL,27.36404350492166,-80.41414875757162,3451,1261,454,0.3654013329469719
I-20,Van Zandt,TX,32.59237697173478,-95.90007584517767,124,44,12,0.3548387096774194
I-75,Spalding,GA,33.290203857142856,-84.10977942857143,24,12,3,0.5
I-35,Story,IA,41.99317238117785,-93.56992642652123,1510,524,203,0.34701986754966885
I-15,Riverside,CA,33.85570873394048,-117.47521969339552,18972,6351,2404,0.3347564832384567
US-101,San Francisco,CA,37.76121069139616,-122.41720808164438,904,321,151,0.35508849557522126
US-101,Thurston,WA,47.03492904978862,-122.95016976475759,342,144,63,0.42105263157894735
I-95,Martin,FL,27.084998500287725,-80.2750101072426,3535,1276,487,0.36096181046676096
I-80,Cass,NE,40.99205097453912,-96.34789408734088,224,44,10,0.19642857142857142
I-10,Waller,TX,29.778054912668157,-95.9438224717735,1042,294,80,0.2821497120921305
I-75,Auglaize,OH,40.56949730392157,-84.16302005882353,346,140,49,0.4046242774566474
I-95,Westchester,NY,40.965545106288744,-73.71384917891942,3954,1033,286,0.261254425897825
CA-60,San Bernardino,CA,34.029642302915434,-117.64517403472819,11684,4287,2097,0.3669120164327285
I-75,Marion,FL,29.16767814189765,-82.18536637462833,9567,2167,845,0.2265077871851155
I-75,Gordon,GA,34.51025288884501,-84.92856254625835,646,266,65,0.4117647058823529
I-75,Turner,GA,31.706628157159134,-83.6336007937695,170,82,28,0.4823529411764706
I-90,Columbia,NY,42.40937193633326,-73.51905958685084,1566,604,255,0.38569604086845466
I-95,Harford,MD,39.48530574868517,-76.26642039823587,6699,2275,883,0.3396029258098224
I-80,Cook,IL,41.574729237673864,-87.64246482443629,2950,948,259,0.3213559322033898
I-80,Elkhart,IN,41.73506761384606,-85.87020219320536,236,104,27,0.4406779661016949
I-95,Norfolk,MA,42.160415810611426,-71.20592295590222,4767,1203,383,0.2523599748269352
I-5,Fresno,CA,36.471366216825324,-120.44740632928522,3091,1177,492,0.3807829181494662
I-94,St. Clair,MI,42.87742866746709,-82.56110650885599,884,430,144,0.48642533936651583
I-64,Washington,IL,38.41266394397033,-89.37481288497304,388,126,35,0.3247422680412371
I-10,Fort Bend,TX,29.77742683606558,-95.82921236065573,240,92,24,0.38333333333333336
I-80,Nevada,CA,39.35391741937644,-120.2544663216177,6064,2300,1008,0.379287598944591
I-95,Miami-Dade,FL,25.879721481117247,-80.20097457233825,62586,19933,6749,0.31848975809286423
I-70,St. Charles,MO,38.79466970840341,-90.64856499291751,4750,1264,379,0.26610526315789473
I-95,Fairfield,CT,41.05443278030526,-73.52650061134534,9692,3158,1175,0.3258357408171688
I-70,Westmoreland,PA,40.16360646208692,-79.60178741644908,2274,886,296,0.3896218117854002
I-75,Wood,OH,41.477338306995975,-83.59830125044354,1722,520,140,0.30197444831591175
I-80,Polk,IA,41.649042700846685,-93.61077376279255,3079,830,305,0.2695680415719389
I-20,Dallas,TX,32.66448678519733,-96.83669431421356,18214,5413,1792,0.2971889755133414
I-95,New Castle,DE,39.742758376917074,-75.5623243641673,2814,818,304,0.2906894100923952
I-80,Jasper,IA,41.68839299353164,-93.01752212246139,1474,672,257,0.4559023066485753
I-95,Indian River,FL,27.700382276420513,-80.53302491975529,1534,664,230,0.43285528031290743
I-75,Houston,GA,32.41673430118983,-83.75683678264517,566,264,74,0.4664310954063604
I-80,Poweshiek,IA,41.69595763380628,-92.57464207366574,894,326,126,0.36465324384787473
I-80,Will,IL,41.52255953515717,-88.01166300253331,5702,1615,464,0.2832339529989477
I-5,Pierce,WA,47.19486386918382,-122.46694166142751,19484,7548,2336,0.3873947854649969
I-75,Alachua,FL,29.661894931259397,-82.41516903175764,5912,1864,660,0.3152909336941813
I-35,Polk,IA,41.666154126980935,-93.66800928027232,4985,1644,597,0.3297893681043129
I-95,Philadelphia,PA,39.98720323053846,-75.08515537172563,14650,5235,1978,0.35733788395904437
I-10,San Bernardino,CA,34.06690257181041,-117.44721273085305,69419,24019,9133,0.3460003745372304
I-75,Peach,GA,32.60429875365258,-83.74355283514542,596,180,57,0.30201342281879195
I-80,Henry,IL,41.42934333911404,-90.191760046905,164,82,15,0.5
I-90,Albany,NY,42.702617000592404,-73.8320086498669,8477,2076,750,0.24489795918367346
I-80,Morris,NJ,40.88536603544515,-74.50782003840878,5914,1606,571,0.2715590125126818
I-70,Clark,OH,39.89646776590674,-83.82729404062178,1224,412,137,0.3366013071895425
I-75,Pasco,FL,28.268269549796937,-82.3486503374319,4320,1611,571,0.3729166666666667
US-101,Marin,CA,37.9595976677337,-122.52023555519969,5093,1480,683,0.29059493422344396
I-95,Providence,RI,41.828638533185185,-71.4106797781551,13287,3092,973,0.23270866260254383
I-90,Rensselaer,NY,42.58186751372041,-73.69286692092365,2819,1064,410,0.3774388080879745
I-70,Fulton,PA,39.83456591031382,-78.22672584071162,640,272,101,0.425
I-5,Stanislaus,CA,37.442731262145706,-121.19104508084607,1949,806,347,0.4135454079014879
I-70,Bond,IL,38.8553524296021,-89.44714163276376,212,54,12,0.25471698113207547
I-35,Bexar,TX,29.454685119809188,-98.4536919308756,9798,2942,999,0.3002653602776077
I-5,Cowlitz,WA,46.09986435522836,-122.84798974412733,1808,670,232,0.37057522123893805
I-75,Allen,OH,40.76225129657343,-84.04479731503494,538,114,33,0.21189591078066913
I-80,Alameda,CA,37.82901674847227,-122.30782217695162,11750,4515,1524,0.3842553191489362
I-20,Fulton,GA,33.75078868071462,-84.43079564459516,1754,812,267,0.4629418472063854
I-70,Washington,MD,39.61317386569882,-77.78532367436162,5665,1780,605,0.3142100617828773
I-70,Muskingum,OH,39.95599300423913,-81.96637166836956,698,246,57,0.3524355300859599
I-75,Crisp,GA,31.901958624986612,-83.73412585404945,142,62,15,0.43661971830985913
I-75,Lucas,OH,41.67116330231029,-83.5427271434064,1978,508,150,0.2568250758341759
I-95,Washington,RI,41.503720248585616,-71.7156320060081,412,144,54,0.34951456310679613
CA-60,Los Angeles,CA,34.02088896859638,-117.96882213143743,25913,9273,4491,0.35785127156253616
I-75,Sarasota,FL,27.233369862861075,-82.3882706811279,8561,2369,894,0.2767200093447027
I-35,Warren,IA,41.3422949240186,-93.7808785666717,708,294,109,0.4152542372881356
CA-99,Sacramento,CA,38.481192215958615,-121.43226859757488,21238,6128,2901,0.28853941049063
I-75,Wayne,MI,42.281994893504404,-83.1384588872694,4064,1702,520,0.4187992125984252
I-75,Lee,FL,26.53315604586393,-81.78903983519712,9374,2796,1065,0.2982718156603371
I-95,Baltimore County,MD,39.32927003605643,-76.54099876847091,7133,2416,882,0.3387074162344035
I-75,Saginaw,MI,43.389877097545785,-83.86920324431796,1058,222,70,0.20982986767485823
I-95,Kent,RI,41.7057321479136,-71.47597421453294,4742,972,330,0.20497680303669338
I-80,Centre,PA,40.98027877544119,-77.79900175913833,2120,942,370,0.44433962264150945
I-35,Bell,TX,31.104156287803605,-97.37946417211144,724,164,42,0.2265193370165746
I-5,San Joaquin,CA,37.91011992909364,-121.32356046182598,15669,5381,2047,0.34341693790286554
I-75,Warren,OH,39.513170839464884,-84.301839,965,250,91,0.25906735751295334
US-101,San Benito,CA,36.88663315151515,-121.5632872121212,134,46,23,0.34328358208955223
I-35,Hays,TX,29.953118506443857,-97.8925446275519,2039,685,246,0.3359489946051986
I-90,Grant,WA,47.01933303878549,-119.73342363523618,186,36,13,0.1935483870967742
I-80,Napa,CA,38.16512700430777,-122.2052523168029,630,246,87,0.3904761904761905
I-94,Washtenaw,MI,42.252593081958544,-83.74594003203528,4084,1150,318,0.28158667972575907
I-405,Los Angeles,CA,33.999014229419664,-118.3732407773729,95392,31033,11177,0.3253207816169071
I-70,Fayette,IL,38.9824209423077,-89.0266138076923,222,70,15,0.3153153153153153
I-75,Hancock,OH,41.049301075187984,-83.69839811278196,523,216,48,0.4130019120458891
I-80,Bergen,NJ,40.88505916002618,-74.06711560403538,1624,544,183,0.33497536945812806
US-101,Los Angeles,CA,34.14592553074729,-118.47950589150928,35444,13070,6020,0.368750705337998
I-75,Cherokee,GA,34.079498925090476,-84.64529976575048,120,54,17,0.45
I-35,Williamson,TX,30.571944356218662,-97.68103521556735,3289,1078,388,0.3277591973244147
I-90,Elkhart,IN,41.740589250000006,-85.77389758333332,56,22,5,0.39285714285714285
I-20,Parker,TX,32.73512266048398,-97.71573200759362,1124,354,120,0.31494661921708184
I-20,Erath,TX,32.5082355,-98.4379535,8,2,1,0.25
I-64,St. Clair,IL,38.6040256111111,-90.02602050793648,1856,634,164,0.3415948275862069
I-80,Warren,NJ,40.93219304991309,-74.97160087242077,1728,688,234,0.39814814814814814
I-80,Summit,OH,41.26496734570681,-81.56427862565442,635,130,39,0.2047244094488189
I-85,Gwinnett,GA,33.99248175360281,-84.07670151927364,2008,766,285,0.38147410358565736
I-95,New York,NY,40.84699441068447,-73.93374940122426,4546,1314,541,0.2890453145622525
I-10,Bexar,TX,29.47767581217155,-98.50664527743686,7856,2305,868,0.2934063136456212
I-80,Placer,CA,38.97127220177508,-121.02037900211464,17845,5783,2267,0.32406836648921267
I-35,McLennan,TX,31.54169342010191,-97.13627467228432,736,176,55,0.2391304347826087
I-90,King,WA,47.56622614566732,-122.1482504740379,9032,3176,965,0.3516386182462356
I-80,Bureau,IL,41.381747121951214,-89.42295446341461,312,106,27,0.33974358974358976
I-84,Pike,PA,41.34978041563369,-75.00370470971178,1010,354,100,0.3504950495049505
I-70,Somerset,PA,40.00949758706345,-79.01066683034063,1176,364,138,0.30952380952380953
I-80,Grundy,IL,41.42120565460872,-88.37741851845465,859,264,67,0.3073341094295693
I-95,Baltimore City,MD,39.27587867484646,-76.59448561860599,8870,2374,837,0.2676437429537768
I-20,Palo Pinto,TX,32.5980672962963,-98.13832025925925,82,18,5,0.21951219512195122
I-84,New Haven,CT,41.53609177272179,-73.05738172346162,6740,2756,1000,0.4089020771513353
I-5,Merced,CA,37.059567720647124,-120.96346794861799,1676,720,327,0.4295942720763723
I-10,Los Angeles,CA,34.054924963583346,-118.10305176119456,110451,40887,14469,0.37018225276366895
I-95,Bristol,MA,41.95889868075379,-71.30703660856986,1627,514,164,0.3159188690842041
I-405,Snohomish,WA,47.80374689430137,-122.22501256209428,3438,1098,337,0.3193717277486911
CA-99,San Joaquin,CA,37.94164634066288,-121.21767073540992,10025,3427,1688,0.34184538653366586
I-75,Tift,GA,31.44899401302762,-83.51666066040696,439,154,41,0.35079726651480636
I-10,Harris,TX,29.77996959088917,-95.39852578033354,18264,5612,1786,0.30727113447218574
I-75,Butts,GA,33.24220055102044,-84.08330511925016,462,142,39,0.30735930735930733
I-94,Kenosha,WI,42.58130003508772,-87.95219356140349,171,70,20,0.4093567251461988
I-75,Monroe,MI,41.89745450306737,-83.3867887829596,1048,326,95,0.3110687022900763
I-70,Licking,OH,39.94554130312499,-82.56603962812501,998,366,125,0.3667334669338677
I-90,Berkshire,MA,42.29581251456311,-73.23692696116505,380,100,25,0.2631578947368421
US-101,Monterey,CA,36.38998721920248,-121.31990348607482,814,311,144,0.3820638820638821
I-75,Dooly,GA,32.15551919458364,-83.75531395218076,284,68,25,0.23943661971830985
I-80,Yolo,CA,38.564532924353884,-121.63632101139886,8106,2233,842,0.2754749568221071
I-80,Lake,IN,41.572469515846485,-87.40535450995756,7714,2514,892,0.3259009592947887
I-75,Genesee,MI,43.01195510988467,-83.7300738730952,9830,2924,987,0.29745676500508644
CA-99,Merced,CA,37.34664897158633,-120.60435286456776,5932,2072,1004,0.349291975724882
I-95,Mercer,NJ,40.235331450087514,-74.62402665503741,1338,464,161,0.34678624813153963
I-84,Orange,NY,41.48195998951423,-74.22262069592998,2462,766,248,0.31112916328188467
I-90,Kittitas,WA,47.197712768249104,-121.00389479096197,1596,822,225,0.5150375939849624
I-95,Volusia,FL,29.193969922416787,-81.07799895804737,5702,1900,660,0.3332164152928797
I-90,Suffolk,MA,42.351794710503434,-71.09544038075758,1588,304,92,0.19143576826196473
I-80,Douglas,NE,41.22309145164309,-96.01881555652389,7090,1500,494,0.21156558533145275
I-75,Sumter,FL,28.816959227535605,-82.11211149189937,4756,1159,399,0.24369217830109335
I-80,Adair,IA,41.4944849454851,-94.47373474618524,958,392,154,0.4091858037578288
I-80,Johnson,IA,41.68721679272909,-91.58978578369276,2352,812,278,0.34523809523809523
I-95,Prince William,VA,38.60581784709327,-77.30776843905011,15343,5606,2178,0.36537834843250994
I-70,Fairfield,OH,39.93408431261261,-82.78773736612615,388,120,42,0.30927835051546393
I-94,Berrien,MI,42.026293800282325,-86.47685612798057,3324,1184,373,0.3561973525872443
I-84,Hartford,CT,41.73093727181967,-72.72766298649151,11826,4074,1650,0.34449518011161845
I-5,King,WA,47.54779611835464,-122.30946756686535,38017,14307,4551,0.3763316411079254
I-80,Solano,CA,38.284957922739125,-122.04415258353565,29757,11212,3908,0.3767852942164869
US-101,Ventura,CA,34.20976212139375,-119.02566950338739,8010,2597,1275,0.32421972534332083
I-75,Manatee,FL,27.48995308545269,-82.47808405764279,8269,2661,1027,0.3218043294231467
I-70,St. Clair,IL,38.640883285714274,-90.1505451607143,198,40,10,0.20202020202020202
I-95,New Haven,CT,41.24098482896929,-73.01432445811172,4000,1392,450,0.348
I-90,Erie,NY,42.86390186853322,-78.78299487371221,11721,3644,1425,0.310894974831499
I-20,Lee,SC,34.19615607056701,-80.2766204658127,1414,418,152,0.2956152758132956
I-95,Greensville,VA,36.65832128771667,-77.55062216777897,1278,440,156,0.3442879499217527
I-10,Jefferson,TX,30.005022476876643,-94.19582855389378,360,102,32,0.2833333333333333
I-20,Bossier,LA,32.52322465191726,-93.69237726522098,2192,516,170,0.2354014598540146
I-95,Duval,FL,30.31741506423035,-81.62638426195387,26016,7189,2561,0.276329950799508
I-85,Dinwiddie,VA,37.09366588450768,-77.56947847471298,2348,884,329,0.37649063032367974
I-20,Lincoln,LA,32.54071533069176,-92.61650079928832,86,42,16,0.4883720930232558
I-40,Lonoke,AR,34.80036310842417,-91.88759541814318,1147,334,140,0.2911944202266783
I-40,Sequoyah,OK,35.45363242302613,-94.7930729679561,78,6,2,0.07692307692307693
I-80,Cheyenne,NE,41.16273680086635,-103.08721312085115,100,28,7,0.28
I-70,Saline,MO,38.96419207307268,-93.22975260696943,562,142,61,0.2526690391459075
I-70,Hancock,IN,39.821035314046405,-85.80054091097784,2190,764,251,0.34885844748858447
I-64,Warrick,IN,38.189664203480476,-87.27168655516543,210,38,9,0.18095238095238095
I-10,Pinal,AZ,32.94077852235853,-111.6966863493589,3318,1264,467,0.38095238095238093
I-40,Navajo,AZ,34.971781678925915,-110.32306544771787,811,349,122,0.43033292231812575
I-35,Washington,MN,45.27967318245406,-93.00522383460135,1202,498,208,0.41430948419301167
I-95,Baltimore (City),MD,39.27658194769363,-76.57935904459484,1590,710,265,0.44654088050314467
I-95,Halifax,NC,36.30893776369176,-77.69912777509937,1171,447,144,0.3817250213492741
I-94,Monroe,WI,44.04360613961901,-90.49126176851486,246,112,27,0.45528455284552843
I-10,St. Charles,LA,30.026628699247105,-90.3247598981387,1315,502,161,0.3817490494296578
I-10,Baldwin,AL,30.654264760559354,-87.8444426826115,4229,901,361,0.21305273114211398
I-70,St Louis,MO,38.728652242933165,-90.3461350690674,522,44,18,0.0842911877394636
I-10,Kimble,TX,30.408052945945943,-99.7361972972973,128,28,7,0.21875
I-95,St Johns,FL,29.89876207094015,-81.41302759977634,1076,21,10,0.019516728624535316
I-75,Butler,OH,39.34758477029901,-84.39427262989288,1165,356,136,0.3055793991416309
I-20,Carroll,GA,33.70863659144457,-85.0298604408744,256,110,39,0.4296875
I-40,Henderson,TN,35.78701078908971,-88.37986549370478,192,56,19,0.2916666666666667
I-90,Montgomery,NY,42.92387451063201,-74.38427763303841,2012,800,346,0.3976143141153082
I-75,Anderson,TN,36.17946012574207,-84.0968389490255,570,180,66,0.3157894736842105
I-35,Johnson,KS,38.955615360867974,-94.7426177335348,8561,2378,1013,0.2777712884008878
I-10,Acadia,LA,30.24269470493516,-92.32311584217162,809,186,63,0.22991347342398022
I-35,Denton,TX,33.27923934830284,-97.17676854777567,1130,322,114,0.2849557522123894
I-10,Jefferson Davis,LA,30.24665302086273,-92.80190577625585,564,222,79,0.39361702127659576
I-65,Bartholomew,IN,39.202007779819745,-85.9520585065978,1086,382,126,0.35174953959484345
I-5,Clackamas,OR,45.32343182329508,-122.76466218201483,2229,714,294,0.3203230148048452
I-95,Cumberland,ME,43.734716660583956,-70.34090770072993,652,164,70,0.25153374233128833
I-5,Marion,OR,44.990414336338425,-122.96015644933563,8929,3371,1531,0.37753387837383806
I-84,Lackawanna,PA,41.39409680765339,-75.5391237838068,336,142,51,0.4226190476190476
I-80,Deuel,NE,41.04516808318155,-102.19090565326695,112,52,16,0.4642857142857143
I-85,Jackson,GA,34.1596741156876,-83.64621626548347,444,172,71,0.38738738738738737
I-84,Wayne,PA,41.35511993183754,-75.38698184095652,270,98,41,0.362962962962963
I-70,Baltimore,MD,39.30593875557576,-76.75790174166846,262,102,38,0.3893129770992366
I-10,Madison,FL,30.411506325999238,-83.45496300222884,672,232,79,0.34523809523809523
I-90,Lake,IN,41.619761647058816,-87.3931566,328,158,42,0.4817073170731707
I-85,Cherokee,SC,35.104074566177935,-81.63764426898219,8277,2354,865,0.28440256131448594
I-65,Lake,IN,41.460293957743644,-87.3137324545077,4872,1572,557,0.3226600985221675
I-10,Kendall,TX,29.80933279098356,-98.75033300154332,120,38,12,0.31666666666666665
I-10,St. Tammany,LA,30.26101873493626,-89.75135084425276,536,160,58,0.29850746268656714
I-10,East Baton Rouge,LA,30.418078370413504,-91.13812558850869,16756,4062,1533,0.24242062544760085
I-95,McIntosh,GA,31.49239600137737,-81.43766080536896,186,82,26,0.44086021505376344
I-64,Harrison,IN,38.259027878756775,-86.03819685206813,286,46,9,0.16083916083916083
I-80,Jefferson,PA,41.1650636036596,-79.02937500175278,964,374,146,0.3879668049792531
I-20,Douglas,GA,33.75129656779797,-84.71400668580469,462,230,74,0.49783549783549785
I-80,Tooele,UT,40.726295209613475,-112.76958125643024,3310,1435,621,0.4335347432024169
I-64,Richmond (City),VA,37.559546420903864,-77.43227220545184,466,114,46,0.2446351931330472
I-80,Portage,OH,41.24867096598639,-81.26217029251697,494,134,40,0.27125506072874495
I-35,Rice,MN,44.37923779756292,-93.29191364537911,3750,1736,816,0.4629333333333333
I-20,Lauderdale,MS,32.36140795465381,-88.71314234300405,283,90,29,0.31802120141342755
I-10,Columbia,FL,30.25393772036577,-82.67886120671227,395,144,52,0.36455696202531646
I-90,St. Joseph,IN,41.72901293333334,-86.2307992,90,50,8,0.5555555555555556
I-75,Scott,KY,38.28643925300908,-84.55281450281078,136,22,7,0.16176470588235295
I-65,Jefferson,KY,38.20110549548434,-85.73228286703608,1514,416,117,0.2747688243064729
I-85,Meriwether,GA,33.20609920088424,-84.83102320272734,66,30,12,0.45454545454545453
I-85,Dekalb,GA,33.85815250591306,-84.29782428582217,980,468,168,0.4775510204081633
I-90,Faribault,MN,43.658868838353236,-93.98444401707187,846,518,235,0.6122931442080378
I-70,Belmont,OH,40.06674057657665,-80.96589071112649,460,142,40,0.30869565217391304
I-15,Clark,NV,36.432602900194304,-114.74997657717728,1599,523,205,0.32707942464040024
I-40,Wilson,TN,36.1800353154422,-86.37713847223368,1481,524,174,0.3538149898717083
I-70,Ellsworth,KS,38.849128625000006,-98.34686637499999,26,14,4,0.5384615384615384
I-95,Richmond City,VA,37.53293286591782,-77.43459201764891,9809,2888,1039,0.29442348863288814
I-85,Cleveland,NC,35.186703520876094,-81.40109360441907,337,108,38,0.32047477744807124
I-70,Denver,CO,39.778855126294395,-104.92662101423666,9816,2658,805,0.2707823960880196
I-15,Millard,UT,38.89166757512083,-112.41493828946291,2177,778,333,0.3573725310059715
I-70,Garfield,CO,39.557767166145794,-107.43563668533679,3654,1296,438,0.35467980295566504
I-75,Suwannee,FL,30.31918454246434,-82.80895650745579,372,150,50,0.4032258064516129
I-75,Lowndes,GA,30.800039477986648,-83.2980873991952,538,228,64,0.42379182156133827
I-80,Cedar,IA,41.65294401539709,-91.19075146787384,838,342,126,0.4081145584725537
I-84,Capitol,CT,41.72681254769025,-72.70834910391527,2152,862,374,0.40055762081784385
I-80,Wood,OH,41.528323538461535,-83.47138063076925,217,63,19,0.2903225806451613
I-84,Wasco,OR,45.65068773229175,-121.1944807297039,3428,1502,712,0.4381563593932322
I-95,Cumberland,NC,35.130168075286846,-78.73872705093618,3609,1322,491,0.3663064560820172
I-40,Roane,TN,35.888086851424546,-84.53146585880243,1444,434,164,0.30055401662049863
I-5,Whatcom,WA,48.78809994226689,-122.50824787170237,3370,1286,406,0.38160237388724033
I-70,Thomas,KS,39.299338636363636,-101.01762200000002,48,20,4,0.4166666666666667
I-75,Chippewa,MI,46.32777615408698,-84.46912023283599,74,30,9,0.40540540540540543
I-80,Washoe,NV,39.53118281916519,-119.79384490965556,6629,2087,810,0.31482878262181324
I-94,Hennepin,MN,45.04316987196324,-93.3510146993535,19587,6960,2914,0.35533772400061264
I-5,Skagit,WA,48.45573319132555,-122.33954119777194,1848,618,184,0.3344155844155844
I-94,Milwaukee,WI,43.01579241112348,-87.97323229331332,6529,1590,543,0.24352887119007505
I-20,Madison,LA,32.349993651335694,-91.06169237081043,156,56,22,0.358974358974359
I-40,Davidson,TN,36.146002227781274,-86.765492160106,21944,6029,2262,0.2747448049580751
I-95,Hanover,VA,37.77127279150524,-77.45471317379375,6055,1551,635,0.2561519405450041
I-10,Holmes,FL,30.744809300455337,-85.78266608712846,312,106,45,0.33974358974358976
I-80,Sweetwater,WY,41.64363954094836,-108.59563450792814,2216,1080,423,0.48736462093862815
I-85,Anderson,SC,34.64104557881225,-82.62830444109994,5469,1532,566,0.2801243371731578
I-20,Kershaw,SC,34.18093158796899,-80.67038012695792,3011,901,325,0.2992361341746928
I-20,Calhoun,AL,33.61236552223904,-85.76790706942056,662,188,57,0.283987915407855
I-40,Pope,AR,35.27220129295976,-93.03979696518023,534,196,66,0.36704119850187267
I-20,Scott,MS,32.318572477886,-89.56030989975206,148,40,14,0.2702702702702703
I-65,Williamson,TN,35.935734594464016,-86.81348237482459,3104,926,333,0.29832474226804123
I-10,St. Martin,LA,30.322142620059882,-91.80477616896749,1872,586,167,0.31303418803418803
I-64,Putnam,WV,38.44756725893945,-81.89777900120862,1410,478,218,0.33900709219858155
I-40,Pottawatomie,OK,35.38353123809524,-96.93890738095239,156,56,14,0.358974358974359
I-85,Spartanburg,SC,34.952555564615444,-82.04298313446152,17124,4418,1588,0.2580004671805653
I-80,Monroe,PA,41.02133170029352,-75.28586890250436,2614,760,267,0.2907421576128539
CA-99,Madera,CA,37.00380203257771,-120.1122086217125,3297,1242,619,0.37670609645131936
I-20,Rockdale,GA,33.65690274962978,-84.01547623759802,342,272,87,0.7953216374269005
I-40,Mohave,AZ,35.06977835399778,-113.90957291599558,2281,754,280,0.3305567733450241
I-64,New Kent,VA,37.49707197901136,-77.05177741567775,4197,1098,427,0.26161543959971406
I-10,Culberson,TX,31.055117761806166,-104.5188150737803,204,74,16,0.3627450980392157
I-90,Rock,WI,42.767459137931034,-89.01370562068963,92,20,5,0.21739130434782608
I-10,St John the Baptist,LA,30.095846660730746,-90.47732856689167,184,0,0,0.0
I-10,Harrison,MS,30.428693234257565,-89.11101183589592,1114,236,81,0.2118491921005386
I-20,Ouachita,LA,32.50128983674541,-92.13501685213248,622,200,63,0.3215434083601286
I-80,Humboldt,NV,40.902988271496085,-117.47425654527453,520,184,68,0.35384615384615387
I-35,Webb,TX,27.736434827096772,-99.44642785935483,118,22,5,0.1864406779661017
I-95,Hampton,SC,32.696477873973485,-80.871450104991,802,176,70,0.2194513715710723
I-70,Ohio,WV,40.06266481433192,-80.63623317554327,922,260,116,0.28199566160520606
I-10,West Baton Rouge,LA,30.443580711425643,-91.23260687943984,4318,862,313,0.1996294580824456
I-10,Jackson,MS,30.4462753209165,-88.60656290947843,1610,372,134,0.231055900621118
